Unnamed: 0,Time,User,Tweet,Location,Retweets,cleaned_tweet
,,,"how are small businesses supposed to compete with global AI used by global corporations? too much concentrated power, not a good thing. good news is, there's a vacuum of better ideas as so many sold out &amp;the field is wide open for Honest Actors &amp; US is more capitalist than not",,,small business supposed compete global ai used global corporation much concentrated power good thing good vacuum better idea many sold field wide open honest actor u capitalist
,,,"excited to see how this goes downcause what is the AMPTP gonna do? recast already established shows with scab actors? fans would go WILD. AI actors likeness? im pretty sure thats illegal. also between those and the wga strike, the viewership will plummet in real time.",,,excited see go downcause amptp gon recast already established show scab actor fan would go wild ai actor likeness pretty sure thats illegal also wga strike viewership plummet real
,,,Tom Hanks Talks About the Changing Careers of Actors as AI and Deepfake Tech Can De-Age Them and Retain Them ... - GeekTyrant,,,hank talk changing career actor ai deepfake tech de-age retain geektyrant
,,,"We should NOT be distracted into debating whether AI is useful for humanity, or if its dangerous. Instead we shd be asking: ) Who gets to own the AI ) How to decentralise it so no bad actors, esp the elites, can enslave humanity using AI &amp; then blaming it on the algorithms.",,,distracted debating whether ai useful humanity dangerous instead shd asking get ai decentralise bad actor esp elite enslave humanity using ai blaming algorithm
,,,"theyre waiting a response from the companies on june , if they don't have changes then they're going to strike. Really hope they dont have to cause I want my movies asap and these studios aint shit for saying they can AI the actors voice however they want (lookin at you netflix)",,,theyre waiting response company june change 're going strike really hope dont cause want movie studio aint saying ai actor voice however want lookin netflix
,,,Haha lying about Ryan Reynolds working on a Tesla ad while we replace actors with shitty AI replicasnice.,,,haha lying ryan reynolds working tesla ad replace actor shitty ai replicasnice
,,,"I would argue ever since Disney used an AI Mark Hamill voice in Boba Fett show instead of you know a terrific voice actor named Mark Hamill, that when it comes to AI and Deepfakes actors face an even greater existential threat than writers do. Were in this together. Lets go.",,,would argue ever since disney used ai mark hamill voice boba fett show instead know terrific voice actor named mark hamill come ai deepfakes actor face even greater existential threat writer together let go
,,,F THIS! This is a casting notice to hire actors to create AI that will REPLACE ACTORS.,,,casting notice hire actor create ai replace actor
,,,"It would be cool if the world wasnt run by weird, greedy pathological liars who do things like replace actors with AI then lie about it.",,,would cool world wasnt run weird greedy pathological liar thing like replace actor ai lie
,,,I feel like with the AI stuff looming the actors have to really hit hard now or we will all be dealing with the worst possible streaming content forever,,,feel like ai stuff looming actor really hit hard dealing worst possible streaming content forever
,,,Tom Hanks wonders if people will care when AI takes place of actors - Los Angeles Times ,,,hank wonder people care ai take place actor los angeles time
,,,"They havent even sat at the negotiating table yet, this sends a powerful message. Go them! Id bet money that the top interests are going to be: . Contracts that limit/prohibit the use of AI for the likeness/voice/etc of actors . Renegotiation of streaming residuals",,,havent even sat negotiating table yet sends powerful message go bet money top interest going contract limit/prohibit use ai likeness/voice/etc actor renegotiation streaming residual
